1;1;2017-10-25 01:03:00;V1
1;2;2017-10-25 01:03:00;V1
1;1;2017-10-25 01:33:00;V2
2;3;2017-10-28 01:13:00;V2
3;10;2017-10-28 01:13:00;V4
2;12;2017-10-25 01:33:00;V7
1;10;2017-10-25 01:03:00;V10
2;12;2017-10-28 01:13:00;V7
3;11;2017-10-25 01:33:00;V17
